codigo;numeracion;denominacion;VENTA UNIDAD
2886;6132079-1;PATIN GUIA PISADERA ALIGERADA;1
2887;6132082-1;CONTACTO ENCLAVAMIENTO 20.20-04 FERMATOR;11
2888;6132086-1;RESORTE SEGURIDAD CENTRAL 4H RELL. OR-96 PL-700;3
2889;6132088-1;PATIN GUIA INF.PISAD.70 PU.CAB.OR96;2
2890;6132094-1;RESORTE SEGURIDAD CENTRAL 4H RELLANO OR-96 PL-800;7
2891;6132101-1;MUELLE RETORNO CERROJO DERECHO;1
2892;6132102-1;VARILLA DESENCLAVAMIENTO DERECHO;10
2893;6132103-1;PATIN MOVIL DERECHO LONG.=520;305
2894;6132105-1;PATIN ARRASTRE MOVIL P.CABINA CENTRAL 2HOJAS;188
2895;6132110-1;PATIN ARRASTRE MOVIL PCI2,PCC2;115
2896;6132110-2;PATIN ARRASTRE MOVIL PCD2;109
2897;6132111-1;LEVA RETRACTIL INTERIOR P/SEMI.;348
2898;6132113-1;PATIN MOVIL IZQUIERDO APERTURA ANTICIPADA;274
2899;6132114-1;PATIN MOVIL DERECHO APERTURA ANTICIPADA;270
2900;6132115-1;MOTOR 220V.125/40-MOD.VVVF;173
2901;6132116-1;PATIN ARRASTRE MOVIL AP.ANTICIP.P.CAB.CENTRAL 2H.;283
2902;6132117-1;CONJUNTO PATIN MOVIL CENTRAL 4 HOJAS 700/800;468
2903;6132118-1;CONJUNTO PATIN MOVIL APERTURA ANTIC.P.CENTR.4H.700/800;261
2904;6132119-1;FILTRO ELECTROMAGNETICO OPERADOR VVVF3;95
2905;6132120-1;MICROPROCESADOR VERSION TEC3005;131
2906;6132121-1;ETIQUETA ADHESIVA VVVF3 IZQUIERDA Y CENTRAL;3
2907;6132122-1;ETIQUETA ADHESIVA VVVF3 DERECHA;3
2908;6132124-1;EMISOR FOTOCELULA (SIN CABLEADO);14
2909;6132125-1;RECEPTOR FOTOCELULA (SIN CABLEADO);14
2910;6132126-1;CABLEADO FOTOCELULA;183
2911;6132127-1;CDL-OR00CI200 CJTO CDL+CONTACTO MODELO ORONA T2HI;1160
2912;6132127-2;CDL-OR00CD200 CJTO CDL+CONTACTO MODELO ORONA T2HD;1112
2913;6132128-1;CDL-OR00CC200 CJTO CDL+CONTACTO MODELO ORONA C2H;1161
2914;6132130-1;REGLETA DE 15X5 (15 VIAS PASO 5);12
2915;6132131-1;CONJUNTO BIELA Y EJE REFERENCIA DSK.00BAC0000 LONGITUD 38 MM;94
2916;6132131-2;CONJUNTO BIELA Y EJE REFERENCIA DSK.60BAC0000 LONGITUD 70 MM;97
2917;6132131-3;CONJUNTO BIELA Y EJE REF.DSK.66BAC0000 EJES 66 Y 94;174
2918;6132132-1;GATILLO DE ARRASTRE REFERENCIA 90.16-02;19
2919;6132133-1;EJE GATILLO DE ARRASTRE REFERENCIA 90.16-03;11
2920;6132134-1;MUELLE EJE GATILLO DE ARRASTRE RSK.VF00C0000;18
2921;6132135-1;TOPE DE GOMA DE LA BIELA REFERENCIA 90.16-05;22
2922;6132137-1;PATIN DE ARRASTRE REFERENCIA 90.16-07;49
2923;6132139-1;SUBCONJUNTO PALANCA PLETINA PORTA-RUEDAS 4H.;151
2924;6132148-1;PATIN ALUMINIO C2H-T2H IZQUIERDA;420
2925;6132148-2;PATIN ALUMINIO T2H DERECHA.;420
2926;6132149-1;PATIN CHAPA C4H;419
2927;6132150-1;CONJUNTO CIRCUITO ELECTRICO FERMATOR;961
2928;6132151-1;CONJUNTO CIRCUITO ELECTRICO FERMATOR VVVF4 DERECHA;951
2929;6132159-1;PATIN DE ARRASTRE MOVIL TELES.2H.DCHA.;188
2930;6132160-1;PATIN DE ARRASTRE MOVIL TELES.2H.DCHA.ANTICIP.;280
2931;6132161-1;RESORTE SEGURIDAD PL=1100/1200 T2H;8
2932;6132162-1;PATIN DE ARRASTRE MOVIL TELES.2H.IZDA.;188
2933;6132163-1;PATIN DE ARRASTRE MOVIL TELESCOPICA 2HOJAS IZQUIERDA ANTICIPADA;279
2934;6132164-1;PATIN+ENCLAVAMIENTO MECANICO L=560 PARA PCI2 P/90;1385
2935;6132165-1;PATIN+ENCLAVAMIENTO MECANICO L=560 PARA PCD2 P/90;1268
2936;6132167-1;ENCLAVAMIENTO MECANICO L=420 PCI2 P/90;1416
2937;6132168-1;ENCLAVAMIENTO MECANICO L=420 PCD2 P/90;1269
2938;6132172-1;SUPLEMENTO HOJAS GRAN MIRILLA;4
2939;6132182-1;TOPE PLACA PORTARUEDAS COMPACT;1
2940;6132183-1;SOPORTE GUIADOR INFERIOR COMPACT;0
2941;6132184-1;GUIADOR INFERIOR COMPACT;1
2942;6132190-1;MUELLE SEGURIDAD C2H COMPACT;9
2943;6132200-1;RUEDA DE DIAMETRO 65 OPERADOR PM-300;8
2944;6132201-1;RUEDA EXCENTRICA OPERADOR PM-300;2
2945;6132203-1;CONJUNTO TENSOR POLEA REENVIO OPERADOR PM-300;17
2946;6132210-1;CONECTOR DE OPERADOR DE PUERTAS A MOTOR;11
2947;6132210-1;CABLE MOTOR VF5 OPERADOR;9
2948;6132211-1;CONECTOR DE ENCODER OPERADOR DE PUERTAS;13
2950;6132213-1;TOMA A TIERRA MOTOR CONJUNTO VARIADOR L=450;2
2951;6132215-1;PATIN CENTRAL 2HOJAS/TELESCOPICA 2HOJAS IZQUIERDA OPERADOR PM-300;131
2952;6132215-2;PATIN TELESCOPIA 2HOJAS DERECHA OPERADOR PM-300;131
2953;6132218-1;LEVA LATERAL INVERT IZDA.PM-300;0
2954;6132218-2;LEVA LATERAL INVERT DCHA.PM-300;0
2955;6132221-1;CDL IZQUIERDA PM-300;0
2956;6132221-2;CDL DERECHA PM-300;0
2957;6132223-1;CONTACTO ELECTRICO CDL IZDA.PM-300;0
2958;6132223-2;CONTACTO ELECTRICO CDL DERECHA PM-300;0
2959;6132227-1;VARIADOR FERMATOR V3F5 IZDA VCI.VFV5CI0EE;975
2960;6132232-1;GATILLO PATIN PM-300;1
2961;6132248-1;CDL LT C2H/T2H IZDA.PM-300;0
2962;6132248-2;CDL LT T2H DCHA.PM-300;0
2963;6132250-1;PATIN CENTRAL 2 HOJAS/TELESCÓPICA 2 HOJAS IZQUIERDA OPERADOR PM-300 COMPACT;147
2964;6132250-2;PATIN TELESCÓPICA 2 HOJAS DERECHA OPERADOR PM-300 COMPACT;147
2965;6132267-1;CONJUNTO PATÍN MÓVIL FERMATOR CSK-VFCDCD000-3;377
2966;6132282-1;RUEDA DE DIÁMETRO 65 (FC);7
2967;6132283-1;EMISOR FOTOCELULA (SIN CABLEADO);71
2968;6132283-2;RECEPTOR FOTOCELULA (SIN CABLEADO);71
2969;6132283-1;EMISOR FOTOCELULA (SIN CABLEADO);26
2970;6132284-1;RECEPTOR FOTOCELULA (SIN CABLEADO);19
2971;6132285-1;CABLEADO FOTOCELULA;41
2972;6132285-1;CABLEADO FOTOCELULA;15
2973;6132291-1;GATILLO PATIN PM-300;1
2974;6132291-1;GATILLO PATIN PM-300;2
2975;6132299-1;VARIADOR FERMATOR V3F5 IZDA VCI.VFV5CI0EE;883
2976;6132299-2;VARIADOR FERMATOR V3F5 DCHA/CENTRAL VCI.VFV5CD0EE;883
2977;6132300-1;COLGADOR COMPACT;2
2978;6132301-1;GUIADOR INFERIOR CON REGULACIÓN;1
2979;6132318-1;"""""""RUEDA DE DIÁMETRO 65 GARGANTA """"""""V""""""""""""""";12
2980;6132388-1;ENCODER MOTOR;13
2981;6133009-1;8H3F0138#JUEGO DE JUNTAS (KIT RETENES) PISTON TELESC. CT-2-85 OMAR;20
2982;6133022-1;#R83190020#JUEGO DE JUNTAS PISTON Ø140 GMV;20
2983;6133023-1;#R83220010# JUEGO JUNTAS PARA PISTÓN Ø 200;218
2984;6133024-1;#R83603010#JUEGO JUNTAS PISTON TELESCOPIC T70 C2 GMV;20
2985;6133025-1;#R83605010#JUEGO JUNTAS PISTON TELESCOPIC T100 C2 GMV;20
2986;6133026-1;#R83621010#JUEGO JUNTAS PISTON TELESCOPIC T50 C3 GMV;20
2987;6133027-1;#R83622010#JUEGO JUNTAS PISTON TELESCOPIC T63 C3 GMV;20
2988;6133028-1;#R83623010#JUEGO JUNTAS PISTON TELESCOPIC T70 C3 GMV;20
2989;6133029-1;#R83624010#JUEGO JUNTAS PISTON TELESCOPIC T85 C3 GMV;20
2990;6133030-1;#R10750037#GUIADOR POLIURETANO Ø60 GMV;20
2991;6133031-1;#R10750038#GUIADOR POLIURETANO Ø70 GMV;20
2992;6133032-1;#R10750039#GUIADOR POLIURETANO Ø80 GMV;20
2993;6133033-1;#R10750040#GUIADOR POLIURETANO Ø90 GMV;20
2994;6133034-1;#R10750041#GUIADOR POLIURETANO Ø100 GMV;20
2995;6133035-1;#R10750042#GUIADOR POLIURETANO Ø110 GMV;20
2996;6133036-1;#R10750043#GUIADOR POLIURETANO Ø120 GMV;20
2997;6133037-1;#R10750044#GUIADOR POLIURETANO Ø130 GMV;20
2998;6133039-1;#R10750045#GUIADOR POLIURETANO Ø150 GMV;20
2999;6133040-1;#R10750046#GUIADOR POLIURETANO Ø180 GMV;20
3000;6133041-1;#R10750047#GUIADOR POLIURETANO Ø200 GMV;20
3001;6181500-1;JUNTAS VBP REF 072000405 210 L/MIN (OMAR);21
3002;6181501-1;JUNTAS VBP REF 072000406 380 L/MIN (OMAR);34
3003;6181503-1;JUNTAS DE VALVULA P REFERENCIA 0675 300/650 L/MIN MORIS;36
3004;6181504-1;JUNTAS DE VALVULA P REFERENCIA 0188 210/380 L/MIN MORIS;6
3005;6181505-1;JUNTA DE VALVULA P REFERENCIA 0389 15/250 L/MIN MORIS;29
3006;6200306-1;MANOMETRO 100ATM TODAS LAS CENTRALES;56
3007;6200307-1;RUEDA DE SINCRONIZACIÓN REFERENCIA 10.70.70 DIAM. EXT.47 INT. 8;102
3008;6200394-1;ELECTRIC BRIDGE (50/11) 91.03.02;14
3009;6200421-1;#40199015#SETA STOP REF. ZB2BZ101;8
3010;6200564-1;CONECTOR BOTONERA INSPECCIÓN SCHINDLER NAA 462424/38-08;144
3011;6300079-1;#7012009# SENSOR (C-DELCOM) BUCHER;1294
3012;6300080-1;#7015517# VALVULA BAJADA (C-LRV 175< 90 L) BUCHER;639
3013;6300081-1;#7015518# VALVULA BAJADA (C-LRV 175< 250 L) BUCHER;639
3014;6300082-1;#7010151# VALVULA BAJADA(1-LRV 175 < 150 L)BUCHER;707
3015;6300082-2;#7011147# VALVULA BAJADA LRV 175 <90L BUCHER;847
3016;6300082-3;#7011148# VALVULA BAJADA LRV 175 <250L BUCHER;847
3017;6300083-1;#7010152# VALVULA BAJADA(1-LRV 175<250 L) BUCHER;707
3018;6300085-1;#7010149# VALVULA BAJADA (1-LRV 350 < 500 L)BUCHER;822
3019;6300086-1;#7010150# VALVULA BAJADA (1-LRV 700<700 L)BUCHER;1837
3020;6300087-1;#7010131# BOBINA SUBIDA-IMAN BAJADA BUCHER (ENCHUFE NEGRO);565
3021;6300088-1;#7010132# BOBINA BAJADA-IMAN SUBIDA BUCHER (ENCHUFE GRIS);565
3022;6300089-1;#7010143# VALVULA PILOTO BAJADA (175 y350) BUCHER;177
3023;6300091-1;#7010098# CABLE DE 1M DE TERMINAL MANUAL BUCHER;63
3024;6300092-1;#7010138# MANOMETRO BUCHER;178
3025;6300093-1;#7015527# PLACA PILOTO COMPLETA C-LRV 175 BUCHER;2721
3026;6300095-1;#0305273# PLACA PILOTO COMPLETA LRV 175 BUCHER;1939
3027;6300097-1;#0305276# PLACA PILOTO COMPLETA LRV 350 BUCHER;1939
3028;6300099-1;#0305279# PLACA PILOTO COMPLETA LRV 700 BUCHER;2687
3029;6300107-1;#0010796(R250)#PARTE SUPERIOR VALVULA COMPL.LRV 175 BUCHER;1195
3030;6300109-1;#7012406#PARTE SUPERIOR VALVULA COMPL.LRV 350(R350) BUCHER;1620
3031;6300111-1;#7012407#PARTE SUPERIOR VALVULA COMPL.LRV 350(R500) BUCHER;1620
3032;6300113-1;#7012408#PARTE SUPERIOR VALVULA COMPL.LRV 700(R700) BUCHER;2915
3033;6300208-1;#863098# GUARNICION PLEGABLE FS16L - TETONES;199
3034;6300418-1;#7018192# BOMBA MANUAL;653
3035;6300421-1;#7015347# GRUPO COMPL DE VALVULA C-LRV 175R45 BUCHER;3446
3036;6300421-2;#7015100# GRUPO COMPL DE VÁLV. C-LRV 175R90 BUCHER;3446
3037;6300421-3;#7014926# GRUPO COMPL DE VÁLV. C-LRV 175R250 BUCHER;3446
3038;6300936-1;#R80260398#MOTOR CH.GMV 44,1KW 400/690 50HZ 600L/M;5063
3039;6301114-1;#10072667# ALARMA AKO 5404C;331
3040;6301464-1;"""""""#40362022# CONEXION VC 1""""""""1/2G KIT ADAP. ATORN GMV""""""";119
3041;6301588-1;#R80200050#BOBINA ELECT.110/12VCC GMV DOBLE SEP+CO;265
3042;6301630-1;OR-WELLON590 (VP590 BY BELLON) GRABADOR;1174
3043;6302501-1;#4551800170# SOPORTE C/CONT PARA TENSOR GERVALL;77
3044;6303741-1;CERROJO PUERTA SEMIAUTOMATICA DCHA FUPA RIGHT Z-35 CRJ.FUL0SI000 FERMATOR;158
3045;6303742-1;CERROJO PUERTA SEMIAUTOMATICA IZDA FUPA LEFT Z-35 CRJ.FUL0SD000 FERMATOR;158
3046;6502050-1;TORNILLO HEXAGONAL M-4X10 DIN-933-6.8 ZINCADO;0
3047;6502090-1;TORNILLO HEXAGONAL M-6X10 DIN-933-6.8 ZINCADO;0
3048;6502400-1;TORNILLO HEXAGONAL M-6X16 DIN-6921 8.8 BICROMA(DENTADO);0
3049;6502411-1;TORNILLO HEXAGONAL M-8X16 DIN-6921 8. 8 BICROMA(DENTADO);0
3050;6502411-1;TORNILLO HEXAGONAL M-8X16 DIN-6921 8. 8 BICROMA(DENTADO);1
3051;6502434-1;TORNILLO EXAG.C/BRIDA M-8X12 DIN-6921 8.8 BICROMA.;0
3052;6502700-1;TORNILLO APLASTADO M-6X15 DIN-603 ZN.;0
3053;6505011-1;TORNILLO CILIND.M.4X15-DIN.912-5,6 (FH);0
3054;6505020-1;TORNILLO CILIND.M.5X10-DIN.912-5,6 (FH);0
3055;6505022-1;TORNILLO CILIND.M.5X20-DIN.912-5,6 (FH);0
3056;6505061-1;TORNILLO CILIND.M.8X15-DIN.912-5,6 (FH);0
3057;6505241-1;TORNILLO CILIND.M-6X15 DIN-6912;0
3058;6505242-1;TORNILLO CILIND.M-6X20 DIN-6912;0
3059;6506002-1;TORNILLO AVELLANADO M-3X8 DIN-963-5,6 (FH);0
3060;6506170-1;TORNILLO AVELLANADO M-16X35 DIN-963-5,6 (FH);2
3061;6507025-1;TORNILLO CILIND M-4X15 DIN-84-5,6 (FH) ZN.;0
3062;6509002-1;ESPARRAGO ALLEN HEXAGONAL INT.DIN-913 M-5X8;0
3063;6510004-1;TUERCA EXAGONAL M-6 DIN-934-6 ZINCADO;0
3064;6510007-1;TUERCA EXAGONAL M-12 DIN-934-6 ZINCADO;0
3065;6510055-1;TUERCA AUTOBLOCANTE M-24.200 DIN-985 ZN.;3
3066;6510102-1;TUERCA REBAJADA HEXAGONAL M-6 DIN-936 ZN.;0
3067;6510109-1;TUERCA EXAGONAL M-16X1,5 DIN-936 (ZINC.);0
3068;6510249-1;TUERCA EXAGONAL M-4 DIN-6923-8 BT (DENTADO);0
3069;6510250-1;TUERCA EXAGONAL M-6 DIN-6923-8 ZN (DENTADO);0
3070;6510251-1;TUERCA EXAGONAL M-8 DIN-6923-8 ZN (DENTADO);0
3071;6510252-1;TUERCA EXAGONAL M-10 DIN-6923-8 ZN (DENTADO);0
3072;6510401-1;TUERCA ENJAULADA M-8 1,8/3,2 AC.MUELLE;0
3073;6510404-1;TUERCA ENJAUL.M-3 1-1,6 AC.MUELLE (FH);0
3074;6518700;PLACA MEH3 V08.3;573
3075;6520004-1;ARANDELA A 6,4 DIN 125-ST (FH) ZN.;0
3076;6520005-1;ARANDELA A 8,4 DIN 125-ST (FH) ZINCADO;0
3077;6521004-1;ARANDELA MUELLE B 6 DIN-127 PAVONADO;0
3078;6521005-1;ARANDELA MUELLE B 8 DIN-127 PAVONADO;0
3079;6521007-1;ARANDELA MUELLE B 12 DIN-127 PAVONADO;0
3080;6521009-1;ARANDELA MUELLE B 16 DIN-127;3
3081;6521009-1;ARANDELA MUELLE B 16 DIN-127 PAVONADO;0
3082;6524020-1;ARANDELA DE PLATILLO 79/52X2,5;65
3083;6524021-1;ARANDELA DE PLATILLO 68/54X0,8;32
3084;6524022-1;ARANDELA DE PLATILLO 90/70X1;31
3085;6524023-1;ARANDELA DE PLATILLO 40/14,3X0,9;2
3086;6525003-1;ANILLO ELASTICO PARA EJE E-10 DIN-471;0
3087;6525005-1;ANILLO ELASTICO PARA EJE E-12 DIN-471;0
3088;6525007-1;ANILLO ELASTICO PARA EJE E-14 DIN-471;0
3089;6525008-1;ANILLO ELASTICO PARA EJE E-15 DIN-471;0
3090;6525011-1;ANILLO ELASTICO PARA EJE E-18 DIN-471;0
3091;6525022-1;ANILLO ELASTICO PARA EJE E-35 DIN 471;0
3092;6525040-1;ANILLO ELASTICO PARA EJE E-75 DIN-471;3
3093;6525057-1;ANILLO ELASTICO PARA EJE E-40 DIN-471;0
3094;6525121-1;ANILLO ELASTICO PARA INT.I-35 DIN-472;0
3095;6525142-1;ANILLO ELASTICO PARA INT.I.80 DIN.472;1
3096;6526011-1;ARANDELA ABANIC.DENTADA INT.26/16,5 DIN-6798J;0
3097;6529055-1;PASADOR ELASTICO DE 4X36 DIN-1481;0
3098;6530038-1;TACO DE ZAMAK MACHO M-10X100 (FC);3
3099;6530039-1;TACO DE ZAMAK MACHO M-12X120 (FC);6
3100;6531001-1;TORNILLO PARA CHAPA 3,5X9,5 DIN-7504-N;0
3101;6531001-1;TORNILLO PARA CHAPA 3,5X9,5 DIN-7504-N;0
3102;6531003-1;TORNILLO AVELLANADO PARA CHAPA B3,5X9,5 DIN-7982;0
3103;6531025-1;TORNILLO PARA CHAPA B 2,9X9,5 DIN-7976;0
3104;6531146-1;TORNILLO AVELLANADO M3X8 DIN-7991 INOXIDABLE;0
3105;6531149-1;TORNILLO AVELLANADO M3X10 DIN7991 CROMO NEGRO;1
3106;6531156-1;TORNILLO AVELL.M6X10 DIN7991 CROMO NEGRO;0
3107;6531167-1;TORNILLO AVELLANADO M3X10 DIN-7991 INOXIDABLE;0
3108;6531172-1;TORNILLO AVELLANADO M4X16 DIN-7991 INOXIDABLE;1
3109;6531301-1;TORNILLO AUTOROSCANTE 6,3X32 DIN-7504K;0
3110;6531302-1;TORNILLO AUTOROSCANTE 6,3X45 DIN-7504P;1
3111;6531310-1;TORNILLO AUTOROSCANTE C/BRIDA ST6,3X16-C (FC);0
3112;6532006-1;ARANDELA DE SEGURIDAD DE 8 DIN-6799;0
3113;6532008-1;ARANDELA DE SEGURIDAD DE 10 DIN-6799;0
3114;6532009-1;ARANDELA DE SEGURIDAD DE 12 DIN-6799;0
3115;6532010-1;ARANDELA DE SEGURIDAD DE 15 DIN-6799;0
3116;6800548-1;SEMAFORO GRANDE ROJO-VERDE 220V 66-LSRV2-009(FC);341
3117;6800549-1;SEMAFORO PEQUEÑO ROJO-VERDE 220V 65-L LSD-001(FC);151
3118;6810001-1;BISAGRA (ALCRIN) REFERENCIA 50.60-04;58
3119;6810002-1;BISAGRA (NYLON) REFERENCIA 50.60-05;24
3120;6810003-1;JUNTA TORICA OR-23,39X3,53 VITON REFRIGERADOR OMAR;16
3121;6810004-1;JUNTA TORICA OR-18X4 VITON REFRIGERADOR OMAR;13
3122;6810005-1;JUNTA TORICA OR-177,47X2,62 VITON REFRIG.OMAR;63
3123;6810006-1;LEVA ACCIONAMIENTO IZQUIERDA REFERENCIA SELCOM 3201.04.00141;32
3124;6811000-1;LLAVE A-903 (CERRADURA R-135 ARMARIO);4
3125;6816000-1;TARJETA OPERADOR SELCOM RC-24 PARA PTA CAB. MOTOR 24V-REFERENCIA 5302.05.9012;1868
3126;6816001-1;TARJETA OPERADOR SELCOM RC-48 PARA PTA CAB. MOTOR 48V- REFERENCIA 5302.05.9003;910
3127;6820102-1;VENTILADOR REGULADOR VELOCIDAD CT 3251-0814-01;93
3128;6820102-2;VENTILADOR REGULADOR VELOCIDAD CT 3251-0824-01;97
3129;6820102-3;VENTILADOR REGULADOR VELOCIDAD CT 3251-2038-00;170
3130;6820102-4;VENTILADOR REGULADOR VELOCIDAD CT 3251-1824-01;187
3131;6820102-5;VENTILADOR REGULADOR VELOCIDAD CT 3251-2024-00;199
3132;6820102-6;VENTILADOR REGULADOR VELOCIDAD CT 4805-1001;15
3133;6820801-1;SENSOR MAGNETICO STEM REFERENCIA C121 1V DA ZA02;20
3134;6821500-1;MUELLE GRUPO VALVULAS REFERENCIA 0512 MORIS;23
3135;6821502-1;DEPOSITO PLASTICO CENTRAL BUCHER;1662
3136;6821503-1;TORNILLO N4 Ø 0,90 VALVULA VMP/S-1.1/4.REFERENCIA R60060077 GMV;0
3137;6821701-1;JUEGO DE JUNTAS PISTON DIAMETRO 180 MORIS;329
3138;6823700-1;CALCE DE ALUMINIO PASAMANOS S/MUESTRA;8
3139;6824000-1;GUIADOR HOJA DE CABINA C8 I;50
3140;6824001-1;"""""""PATIN MOVIL ESP.OPERAD. R. """"""""ORONA""""""""OCI2 PL-800 VVVF""""""";513
3141;6824002-1;"""""""PATIN MOVIL ESP.OPERAD. R. """"""""ORONA""""""""OCD2 PL-800 VVVF""""""";513
3142;6824007-1;POLEA MOTOR DIAMETRO 30 10.21-02 FERMATOR;32
3143;6826100-1;PEGATINA GRANDE FLECHA RELIEVE PULSADOR DE PISOTDS;23
3144;6826301-1;ROTULO INSCRIPCION RESCATEL(BOTONERA CABINA);4
3145;6828101-1;"""""""NEOPRENE ELSCO ROLLER WHEEL MODEL """"""""A/B"""""""" (D=152MM)""""""";206
3146;6828101-2;"""""""NEOPRENE ELSCO ROLLER WHEEL MODEL """"""""C/D"""""""" (D=80MM)""""""";153
3147;6829300-1;INT. DIFER. ALTA INMUN. 4P 63A 300MA MERLIN GERIN;0
3148;6829301-1;INT. DIFER. ALTA INMUN. 4P 40A 300MA MERLIN GERIN;1245
3149;6829706-1;PLACA ALUMINIO R.A.E.;3
3150;6900001-1;CERROJO 4101 DE 6OMM ESMALTADO S/CERRADERO;126
3151;6900003-1;VENTANA PARA CUARTO DE MAQUINAS;150
3152;6900004-1;REJILLA PARA CUARTO DE MAQUINAS;207
3153;6900006-1;PUERTA SALA MAQUINAS APERTURA DCHA.L=800 (FC);396
3154;6900010-1;CERRADURA PUERTA CUARTO MAQUINAS;82
3155;6900011-1;JUEGO DE MANILLAS ESTANDAR PZ (NOVOFERM ALSAL);63
3156;6900014-1;"""""""CILINDRO CON BOTON """"""""TESA"""""""" REFERENCIA 503B3030L (FC)""""""";113
3157;6900160-1;BISAGRA PUERTA 2109050X70;26
3158;6900400-1;GANCHO PARA CUARTO DE MAQUINAS;70
3159;7011162-1;SOPORTE DE GUIA CH.3X85X200;2
3160;7011165-1;SOPORTE A PARED CH.3X96X240;3
3161;7011195-1;PASAMUROS PROTECCION CONJUNTO MÁQUINA CHAPA 1X78X378;6
3162;7011196-1;TAPA PROTECCION CONJUNTO MÁQUINA. CHAPA 1X200X200;3
3163;7011602-1;SOPORTE DE GUIAS CHAPA 3*90*160;4
3164;7011602-1;SOPORTE DE GUIAS CHAPA 3X90X160;3
3165;7011605-1;SOPORTE DE GUIAS CHAPA 4*160*188,5;10
3166;7011605-1;SOPORTE DE GUIAS CHAPA 4X160X188,5;8
3167;7011607-1;SOPORTE DE GUIAS CHAPA 5X190X230;8
3168;7011607-2;SOPORTE DE GUIAS EN FOSO CH.5X190X230;9
3169;7011951-1;SOPORTE ESCALERA A PARED FOSO;8
3170;7011951-1;SOPORTE ESCALERA A PARED FOSO CHAPA 1,5X100X390;6
3171;7012020-1;ZARPA GUIA M34 CHAPA 4X132. 5X347;13
3172;7030680-1;SIN-FIN 0-164 54:1;937
3173;7030681-1;SIN-FIN 0-164 45:1;1179
3174;7030689-1;ACOPLAMIENTO MOTOR O-185;440
3175;7030690-1;ACOPLAMIENTO MAQUINA O-185;450
3176;7031007-1;DISCO FIELTRO ELECTROIMAN G-556 117/65X4;12
3177;7031100-1;CASQUILLO BRON.DIAMETRO 47/37X60 MAT.C.O-164;210
3178;7031317-1;REFUERZO APOYO CEPO O-170 LL.30X10X200;17
3179;7031321-1;ARANDELA GUIA MUELLE O-170 RED;0
3180;7031321-1;ARANDELA GUIA MUELLE O-170 RED.35X7;10
3181;7031323-1;POLEA TRACCION 570-5/13 O-170;1052
3182;7031324-1;POLEA TRACCION 700-3/11 O-170;3671
3183;7031325-1;POLEA TRACCION 450-5/11 O-170;2919
3184;7031326-1;POLEA TRACCION 570-4/11 (V=35) O-170;596
3185;7031327-1;POLEA TRACCION 530-4/11 O-170;473
3186;7031334-1;ESPARRAGO CALI 8.98*185;4
3187;7031334-1;ESPARRAGO CALI.8,98X185 ZINCADO;4
3188;7031355-1;POLEA TRACCION 600-5/13 O-170;695
3189;7031360-1;POLEA TRACCION 770-3/11 O-170;572
3190;7031365-1;EJE SIN-FIN O-170 45:1 DIAMETRO 74,35X877;908
3191;7031366-1;EJE SIN-FIN O-170 55:1 DIAM.69,21X877;916
3192;7031369-1;EJE SIN-FIN O-170 47:2 DIAM.72,87X951,5;1020
3193;7031375-1;POLEA TRACCION 600-3/8 O-170;598
3194;7031379-1;POLEA TRACCION 770-4/8 O-170;572
3195;7031384-1;POLEA TRACCION 570-5/11 O-170;1052
3196;7031385-1;POLEA TRACCION 570-3/11 (B=100) O-170;735
3197;7031387-1;POLEA TRACCION 530-4/13 O-170;967
3198;7031394-1;CASQUILLO SEPARADOR O-170 DIAM.65X40;89
3199;7031410-1;POLEA TRACCION 450-6/11 O-170 (B=102);654
3200;7031412-1;POLEA DE TRACCION 530-5-11 O-170;1281
3201;7031412-1;POLEA TRACCION 530-5/11 O-170 (V=40);967
3202;7031413-1;POLEA TRACCION 570-4/11 O-170 (B=102);742
3203;7031413-1;POLEA TRACCION 570-4/11 O-170 (B=102);1072
3204;7031414-1;POLEA TRACCION 600-4/8 O-170 (V=40);598
3205;7031416-1;POLEA TRACCION 600-5/9 O-170 (V=40);907
3206;7031417-1;POLEA DE TRACCION 600-300/11;824
3207;7040003-1;POLEA TRACCION 320 6/8 G03 (B=80);484
3208;7040003-2;POLEA TRACCION 320 7/8 G03 (B=85);484
3209;7040210-1;EJE SIN-FIN 1V. 56:1 REDUCCION 50X600;1139
3210;7040236-1;EJE SIN-FIN 2VELOCIDADES 48:1 REDUCCION 51X678;1115
3211;7040550-1;POLEA TRACCION DIAMETRO 750-3/8 MAQUI.O-130;4071
3212;7040554-1;POLEA TRACCION DIAMETRO 500-3/11 O130 (V=35);458
3213;7040555-1;POLEA TRACCION DIAM. 450-3/11 O130;325
3214;7040556-1;POLEA TRACCION DIAM. 550-3/11 O130;381
3215;7040564-1;POLEA TRACCION DIAMETRO 500-3/8 (B=100)O130;458
3216;7040565-1;POLEA TRACCION DIAM.550-3/11 S=105:O130;381
3217;7040567-1;POLEA TRACCION DIAMETRO 550-4/11 (B=102);614
3218;7040568-1;POLEA TRACCION DIAMETRO 500-4/11 (B=102);520
3219;7040570-1;POLEA TRACCION DIAMETRO 550-3/8 (B=102)O130;381
3220;7040571-1;POLEA TRACCION DIAMETRO 550-3/11 O130(B=102);381
3221;7040575-1;POLEA TRACCION DIAMETRO 500-4/9 (V=40);458
3222;7040577-1;POLEA TRACCION DIAMETRO 550-4/9 (V=40);381
3223;7040661-1;EJE LENTO O-130A RED.66X487;143
